time,amplitude
0.0009017132551849549,0.031969100877285286
0.004809137360985982,0.029033843907627577
0.00871656146678701,0.023473480165156192
0.012623985572588037,0.016016689929990856
0.016531409678389064,0.00769171822644903
0.02043883378419009,-0.0006180008618995418
0.02434625788999112,-0.008229424811301754
0.028253681995792146,-0.014659902657821147
0.03216110610159317,-0.01962207766511577
0.0360685302073942,-0.02288624665613843
0.03997595431319523,-0.024630122382818247
0.043883378418996255,-0.02516720902273536
0.04779080252479728,-0.024786214899973225
0.05169822663059831,-0.023751052485118596
0.05560565073639934,-0.0223008383952615
0.059513074842200364,-0.020649893393995287
0.06342049894800139,-0.018987742391416616
0.06732792305380242,-0.01747911444412539
0.07123534715960345,-0.016263942755224855
0.07514277126540447,-0.015425844758780054
0.0790501953712055,-0.014859180749732833
0.08295761947700653,-0.014486759587759392
0.08686504358280756,-0.014251208979330646
0.09077246768860858,-0.014105086980623148
0.09467989179440961,-0.014010881997519075
0.09858731590021064,-0.01394101278560624
0.10249474000601166,-0.013877828450178091
0.10640216411181269,-0.013813608446233703
0.11030958821761372,-0.01375056257847778
0.11421701232341475,-0.013695052412588364
0.11812443642921577,-0.013639913542675635
0.1220318605350168,-0.013584800232670158
0.12593928464081783,-0.013529929708662717
0.12984670874661886,-0.013475285379358251
0.13375413285241988,-0.01342061683607586
0.1376615569582209,-0.013365439852748798
0.14156898106402194,-0.01330903638592448
0.14547640516982296,-0.013250454574764479
0.149383829275624,-0.01318850874104452
0.15329125338142502,-0.013121779389154493
0.15719867748722605,-0.013048613206098443
0.16110610159302707,-0.012967123061494569
0.1650135256988281,-0.012875188007575233
0.16892094980462868,-0.012770453279186963
0.1728283739104297,-0.012649698865123713
0.17673579801623074,-0.012504230412064363
0.18064322212203177,-0.012331229617558748
0.1845506462278328,-0.012130291260850658
0.18845807033363382,-0.011901703999860324
0.19236549443943485,-0.011646450371184421
0.19627291854523587,-0.011366206790096055
0.2001803426510369,-0.011063343550544778
0.20408776675683793,-0.010740924825156584
0.20799519086263896,-0.0104027086652339
0.21190261496843998,-0.010053147000755595
0.215810039074241,-0.00969738564037698
0.21971746318004204,-0.009341264271429806
0.22362488728584307,-0.008991316459922257
0.2275323113916441,-0.008654769650538966
0.23143973549744512,-0.008339545166641
0.23534715960324615,-0.008054258210265865
0.23925458370904717,-0.007808217862127511
0.2431620078148482,-0.007611427081616325
0.24706943192064923,-0.0074745827067991336
0.25097685602645026,-0.007409075454419203
0.2548842801322513,-0.007426989919896239
0.2587917042380523,-0.00753559437438394
0.26269912834385334,-0.007716911301750959
0.26660655244965437,-0.007954247987039734
0.2705139765554554,-0.008232901556150082
0.2744214006612564,-0.008539466859676992
0.27832882476705745,-0.00886183647291061
0.2822362488728585,-0.009189200695836253
0.2861436729786595,-0.009512047553134402
0.29005109708446053,-0.009822162794180701
0.29395852119026156,-0.01011262989304596
0.2978659452960626,-0.010377830048496158
0.3017733694018636,-0.010613442183992433
0.30568079350766464,-0.010816442947691095
0.30958821761346567,-0.010985106712443612
0.3134956417192667,-0.011119005575796623
0.3174030658250677,-0.01121900935999193
0.32131048993086875,-0.0112872856119665
0.3252179140366698,-0.011327299603352468
0.3291253381424708,-0.011343814330477122
0.33303276224827183,-0.01134289051436294
0.33694018635407286,-0.01133188660072754
0.3408476104598739,-0.011318141274066808
0.3447550345656749,-0.011299045610755547
0.34866245867147594,-0.011274240743772156
0.35256988277727697,-0.011244614212320151
0.356477306883078,-0.011210986830135754
