time,amplitude
0.0009017132551849549,-0.0028833462221652785
0.004809137360985982,-0.0029789034226140924
0.00871656146678701,-0.0030217795612284084
0.012623985572588037,-0.003037669002733395
0.016531409678389064,-0.003041528920490301
0.02043883378419009,-0.003037012661052099
0.02434625788999112,-0.0030281922049837503
0.028253681995792146,-0.003018022318826957
0.03216110610159317,-0.0030083405551001607
0.0360685302073942,-0.0029998672522985434
0.03997595431319523,-0.002992205534894027
0.043883378418996255,-0.0029847174224213124
0.04779080252479728,-0.002977876028204673
0.05169822663059831,-0.0029717398162401915
0.05560565073639934,-0.002966342280784554
0.059513074842200364,-0.002961698875819074
0.06342049894800139,-0.002957807015049693
0.06732792305380242,-0.0029546460719069804
0.07123534715960345,-0.0029521773795461318
0.07514277126540447,-0.002950344230846972
0.0790501953712055,-0.002949071878413953
0.08295761947700653,-0.002948267534576154
0.08686504358280756,-0.0029478203713872823
0.09077246768860858,-0.0029476015206256734
0.09467989179440961,-0.002947464073794289
0.09858731590021064,-0.00294724308212072
0.10249474000601166,-0.0029468224683731337
0.10640216411181269,-0.002946028962835124
0.11030958821761372,-0.00294455384366811
0.11421701232341475,-0.0029421178797407453
0.11812443642921577,-0.0029384727246314704
0.1220318605350168,-0.002933400916628514
0.12593928464081783,-0.0029267158787298904
0.12984670874661886,-0.002918261918643401
0.13375413285241988,-0.0029079142287866348
0.1376615569582209,-0.0028955788862869663
0.14156898106402194,-0.0028811928529815585
0.14547640516982296,-0.0028647239754173593
0.149383829275624,-0.0028461709848511055
0.15329125338142502,-0.0028255634972493195
0.15719867748722605,-0.0028029620132883105
0.16110610159302707,-0.0027784579183541755
0.1650135256988281,-0.002752173482542798
0.16892094980462868,-0.0027241812602895417
0.1728283739104297,-0.002694717295975785
0.17673579801623074,-0.002664261697148831
0.18064322212203177,-0.0026332717768203116
0.1845506462278328,-0.0026021795958431314
0.18845807033363382,-0.0025713919629114733
0.19236549443943485,-0.0025412904345607956
0.19627291854523587,-0.0025122313151678317
0.2001803426510369,-0.002484545656950591
0.20408776675683793,-0.0024585392599683602
0.20799519086263896,-0.0024344926721217006
0.21190261496843998,-0.0024126611891524493
0.215810039074241,-0.0023932748546437207
0.21971746318004204,-0.002376538460019903
0.22362488728584307,-0.002362631544546662
0.2275323113916441,-0.002351708395330939
0.23143973549744512,-0.002343898047320951
0.23534715960324615,-0.0023393042833061914
0.23925458370904717,-0.0023408941075743674
0.2431620078148482,-0.0023442256257280047
0.24706943192064923,-0.002342841096524329
0.25097685602645026,-0.00236166758022564
0.2548842801322513,-0.002458190488478464
0.2587917042380523,-0.0027250689034739326
0.26269912834385334,-0.0034605469885581877
0.26660655244965437,-0.004568705198928378
0.2705139765554554,-0.00532409762062959
0.2744214006612564,-0.004598299041435004
0.27832882476705745,-0.000830402533511204
0.2822362488728585,0.006017748009661364
0.2861436729786595,0.013578782979253952
0.29005109708446053,0.01736095705561715
0.29395852119026156,0.014619289403181388
0.2978659452960626,0.006897307179557045
0.3017733694018636,-0.0009079213461210415
0.30568079350766464,-0.005794303369031445
0.30958821761346567,-0.007206129030729352
0.3134956417192667,-0.0062207608713359
0.3174030658250677,-0.004525509610264418
0.32131048993086875,-0.0032849676096849004
0.3252179140366698,-0.0027422660005807483
0.3291253381424708,-0.0025515090126602947
0.33303276224827183,-0.002506496127740732
0.33694018635407286,-0.002489788996172163
